municipio;distrito;tipo;caminho_relativo;url;motivo
Penalva do Castelo;Viseu;OSM:gis_osm_railways_free_1;data/Viseu/Penalva_do_Castelo/OSM_gis_osm_railways_free_1_Penalva_do_Castelo.zip;http://localhost:8000/data/Viseu/Penalva_do_Castelo/OSM_gis_osm_railways_free_1_Penalva_do_Castelo.zip;HTTP 404
Penedono;Viseu;OSM:gis_osm_natural_a_free_1;data/Viseu/Penedono/OSM_gis_osm_natural_a_free_1_Penedono.zip;http://localhost:8000/data/Viseu/Penedono/OSM_gis_osm_natural_a_free_1_Penedono.zip;HTTP 404
Penedono;Viseu;OSM:gis_osm_places_a_free_1;data/Viseu/Penedono/OSM_gis_osm_places_a_free_1_Penedono.zip;http://localhost:8000/data/Viseu/Penedono/OSM_gis_osm_places_a_free_1_Penedono.zip;HTTP 404
Penedono;Viseu;OSM:gis_osm_railways_free_1;data/Viseu/Penedono/OSM_gis_osm_railways_free_1_Penedono.zip;http://localhost:8000/data/Viseu/Penedono/OSM_gis_osm_railways_free_1_Penedono.zip;HTTP 404
Resende;Viseu;OSM:gis_osm_natural_a_free_1;data/Viseu/Resende/OSM_gis_osm_natural_a_free_1_Resende.zip;http://localhost:8000/data/Viseu/Resende/OSM_gis_osm_natural_a_free_1_Resende.zip;HTTP 404
Resende;Viseu;OSM:gis_osm_places_a_free_1;data/Viseu/Resende/OSM_gis_osm_places_a_free_1_Resende.zip;http://localhost:8000/data/Viseu/Resende/OSM_gis_osm_places_a_free_1_Resende.zip;HTTP 404
Resende;Viseu;OSM:gis_osm_railways_free_1;data/Viseu/Resende/OSM_gis_osm_railways_free_1_Resende.zip;http://localhost:8000/data/Viseu/Resende/OSM_gis_osm_railways_free_1_Resende.zip;HTTP 404
Santa Comba Dão;Viseu;OSM:gis_osm_natural_a_free_1;data/Viseu/Santa_Comba_Dão/OSM_gis_osm_natural_a_free_1_Santa_Comba_Dão.zip;http://localhost:8000/data/Viseu/Santa_Comba_D%C3%A3o/OSM_gis_osm_natural_a_free_1_Santa_Comba_D%C3%A3o.zip;HTTP 404
Santa Comba Dão;Viseu;OSM:gis_osm_places_a_free_1;data/Viseu/Santa_Comba_Dão/OSM_gis_osm_places_a_free_1_Santa_Comba_Dão.zip;http://localhost:8000/data/Viseu/Santa_Comba_D%C3%A3o/OSM_gis_osm_places_a_free_1_Santa_Comba_D%C3%A3o.zip;HTTP 404
Santa Comba Dão;Viseu;OSM:gis_osm_protected_areas_a_free_1;data/Viseu/Santa_Comba_Dão/OSM_gis_osm_protected_areas_a_free_1_Santa_Comba_Dão.zip;http://localhost:8000/data/Viseu/Santa_Comba_D%C3%A3o/OSM_gis_osm_protected_areas_a_free_1_Santa_Comba_D%C3%A3o.zip;HTTP 404
Sernancelhe;Viseu;OSM:gis_osm_places_a_free_1;data/Viseu/Sernancelhe/OSM_gis_osm_places_a_free_1_Sernancelhe.zip;http://localhost:8000/data/Viseu/Sernancelhe/OSM_gis_osm_places_a_free_1_Sernancelhe.zip;HTTP 404
Sernancelhe;Viseu;OSM:gis_osm_railways_free_1;data/Viseu/Sernancelhe/OSM_gis_osm_railways_free_1_Sernancelhe.zip;http://localhost:8000/data/Viseu/Sernancelhe/OSM_gis_osm_railways_free_1_Sernancelhe.zip;HTTP 404
Sátão;Viseu;OSM:gis_osm_railways_free_1;data/Viseu/Sátão/OSM_gis_osm_railways_free_1_Sátão.zip;http://localhost:8000/data/Viseu/S%C3%A1t%C3%A3o/OSM_gis_osm_railways_free_1_S%C3%A1t%C3%A3o.zip;HTTP 404
São João da Pesqueira;Viseu;OSM:gis_osm_natural_a_free_1;data/Viseu/São_João_da_Pesqueira/OSM_gis_osm_natural_a_free_1_São_João_da_Pesqueira.zip;http://localhost:8000/data/Viseu/S%C3%A3o_Jo%C3%A3o_da_Pesqueira/OSM_gis_osm_natural_a_free_1_S%C3%A3o_Jo%C3%A3o_da_Pesqueira.zip;HTTP 404
São Pedro do Sul;Viseu;OSM:gis_osm_railways_free_1;data/Viseu/São_Pedro_do_Sul/OSM_gis_osm_railways_free_1_São_Pedro_do_Sul.zip;http://localhost:8000/data/Viseu/S%C3%A3o_Pedro_do_Sul/OSM_gis_osm_railways_free_1_S%C3%A3o_Pedro_do_Sul.zip;HTTP 404
Tabuaço;Viseu;OSM:gis_osm_places_a_free_1;data/Viseu/Tabuaço/OSM_gis_osm_places_a_free_1_Tabuaço.zip;http://localhost:8000/data/Viseu/Tabua%C3%A7o/OSM_gis_osm_places_a_free_1_Tabua%C3%A7o.zip;HTTP 404
Tabuaço;Viseu;OSM:gis_osm_railways_free_1;data/Viseu/Tabuaço/OSM_gis_osm_railways_free_1_Tabuaço.zip;http://localhost:8000/data/Viseu/Tabua%C3%A7o/OSM_gis_osm_railways_free_1_Tabua%C3%A7o.zip;HTTP 404
Tarouca;Viseu;OSM:gis_osm_natural_a_free_1;data/Viseu/Tarouca/OSM_gis_osm_natural_a_free_1_Tarouca.zip;http://localhost:8000/data/Viseu/Tarouca/OSM_gis_osm_natural_a_free_1_Tarouca.zip;HTTP 404
Tarouca;Viseu;OSM:gis_osm_places_a_free_1;data/Viseu/Tarouca/OSM_gis_osm_places_a_free_1_Tarouca.zip;http://localhost:8000/data/Viseu/Tarouca/OSM_gis_osm_places_a_free_1_Tarouca.zip;HTTP 404
Tarouca;Viseu;OSM:gis_osm_railways_free_1;data/Viseu/Tarouca/OSM_gis_osm_railways_free_1_Tarouca.zip;http://localhost:8000/data/Viseu/Tarouca/OSM_gis_osm_railways_free_1_Tarouca.zip;HTTP 404
Tondela;Viseu;OSM:gis_osm_railways_free_1;data/Viseu/Tondela/OSM_gis_osm_railways_free_1_Tondela.zip;http://localhost:8000/data/Viseu/Tondela/OSM_gis_osm_railways_free_1_Tondela.zip;HTTP 404
Vila Nova de Paiva;Viseu;OSM:gis_osm_railways_free_1;data/Viseu/Vila_Nova_de_Paiva/OSM_gis_osm_railways_free_1_Vila_Nova_de_Paiva.zip;http://localhost:8000/data/Viseu/Vila_Nova_de_Paiva/OSM_gis_osm_railways_free_1_Vila_Nova_de_Paiva.zip;HTTP 404
Vouzela;Viseu;OSM:gis_osm_railways_free_1;data/Viseu/Vouzela/OSM_gis_osm_railways_free_1_Vouzela.zip;http://localhost:8000/data/Viseu/Vouzela/OSM_gis_osm_railways_free_1_Vouzela.zip;HTTP 404
Arraiolos;Évora;OSM:gis_osm_natural_a_free_1;data/Évora/Arraiolos/OSM_gis_osm_natural_a_free_1_Arraiolos.zip;http://localhost:8000/data/%C3%89vora/Arraiolos/OSM_gis_osm_natural_a_free_1_Arraiolos.zip;HTTP 404
Arraiolos;Évora;OSM:gis_osm_protected_areas_a_free_1;data/Évora/Arraiolos/OSM_gis_osm_protected_areas_a_free_1_Arraiolos.zip;http://localhost:8000/data/%C3%89vora/Arraiolos/OSM_gis_osm_protected_areas_a_free_1_Arraiolos.zip;HTTP 404
Arraiolos;Évora;OSM:gis_osm_railways_free_1;data/Évora/Arraiolos/OSM_gis_osm_railways_free_1_Arraiolos.zip;http://localhost:8000/data/%C3%89vora/Arraiolos/OSM_gis_osm_railways_free_1_Arraiolos.zip;HTTP 404
Borba;Évora;OSM:gis_osm_protected_areas_a_free_1;data/Évora/Borba/OSM_gis_osm_protected_areas_a_free_1_Borba.zip;http://localhost:8000/data/%C3%89vora/Borba/OSM_gis_osm_protected_areas_a_free_1_Borba.zip;HTTP 404
Borba;Évora;OSM:gis_osm_railways_free_1;data/Évora/Borba/OSM_gis_osm_railways_free_1_Borba.zip;http://localhost:8000/data/%C3%89vora/Borba/OSM_gis_osm_railways_free_1_Borba.zip;HTTP 404
Estremoz;Évora;OSM:gis_osm_railways_free_1;data/Évora/Estremoz/OSM_gis_osm_railways_free_1_Estremoz.zip;http://localhost:8000/data/%C3%89vora/Estremoz/OSM_gis_osm_railways_free_1_Estremoz.zip;HTTP 404
Montemor-o-Novo;Évora;OSM:gis_osm_natural_a_free_1;data/Évora/Montemor-o-Novo/OSM_gis_osm_natural_a_free_1_Montemor-o-Novo.zip;http://localhost:8000/data/%C3%89vora/Montemor-o-Novo/OSM_gis_osm_natural_a_free_1_Montemor-o-Novo.zip;HTTP 404
Montemor-o-Novo;Évora;OSM:gis_osm_places_a_free_1;data/Évora/Montemor-o-Novo/OSM_gis_osm_places_a_free_1_Montemor-o-Novo.zip;http://localhost:8000/data/%C3%89vora/Montemor-o-Novo/OSM_gis_osm_places_a_free_1_Montemor-o-Novo.zip;HTTP 404
Mora;Évora;OSM:gis_osm_places_a_free_1;data/Évora/Mora/OSM_gis_osm_places_a_free_1_Mora.zip;http://localhost:8000/data/%C3%89vora/Mora/OSM_gis_osm_places_a_free_1_Mora.zip;HTTP 404
Mora;Évora;OSM:gis_osm_protected_areas_a_free_1;data/Évora/Mora/OSM_gis_osm_protected_areas_a_free_1_Mora.zip;http://localhost:8000/data/%C3%89vora/Mora/OSM_gis_osm_protected_areas_a_free_1_Mora.zip;HTTP 404
Mora;Évora;OSM:gis_osm_railways_free_1;data/Évora/Mora/OSM_gis_osm_railways_free_1_Mora.zip;http://localhost:8000/data/%C3%89vora/Mora/OSM_gis_osm_railways_free_1_Mora.zip;HTTP 404
Mourão;Évora;OSM:gis_osm_protected_areas_a_free_1;data/Évora/Mourão/OSM_gis_osm_protected_areas_a_free_1_Mourão.zip;http://localhost:8000/data/%C3%89vora/Mour%C3%A3o/OSM_gis_osm_protected_areas_a_free_1_Mour%C3%A3o.zip;HTTP 404
Mourão;Évora;OSM:gis_osm_railways_free_1;data/Évora/Mourão/OSM_gis_osm_railways_free_1_Mourão.zip;http://localhost:8000/data/%C3%89vora/Mour%C3%A3o/OSM_gis_osm_railways_free_1_Mour%C3%A3o.zip;HTTP 404
Portel;Évora;OSM:gis_osm_protected_areas_a_free_1;data/Évora/Portel/OSM_gis_osm_protected_areas_a_free_1_Portel.zip;http://localhost:8000/data/%C3%89vora/Portel/OSM_gis_osm_protected_areas_a_free_1_Portel.zip;HTTP 404
Portel;Évora;OSM:gis_osm_railways_free_1;data/Évora/Portel/OSM_gis_osm_railways_free_1_Portel.zip;http://localhost:8000/data/%C3%89vora/Portel/OSM_gis_osm_railways_free_1_Portel.zip;HTTP 404
Redondo;Évora;OSM:gis_osm_natural_a_free_1;data/Évora/Redondo/OSM_gis_osm_natural_a_free_1_Redondo.zip;http://localhost:8000/data/%C3%89vora/Redondo/OSM_gis_osm_natural_a_free_1_Redondo.zip;HTTP 404
Redondo;Évora;OSM:gis_osm_places_a_free_1;data/Évora/Redondo/OSM_gis_osm_places_a_free_1_Redondo.zip;http://localhost:8000/data/%C3%89vora/Redondo/OSM_gis_osm_places_a_free_1_Redondo.zip;HTTP 404
Reguengos de Monsaraz;Évora;OSM:gis_osm_railways_free_1;data/Évora/Reguengos_de_Monsaraz/OSM_gis_osm_railways_free_1_Reguengos_de_Monsaraz.zip;http://localhost:8000/data/%C3%89vora/Reguengos_de_Monsaraz/OSM_gis_osm_railways_free_1_Reguengos_de_Monsaraz.zip;HTTP 404
Vendas Novas;Évora;OSM:gis_osm_natural_a_free_1;data/Évora/Vendas_Novas/OSM_gis_osm_natural_a_free_1_Vendas_Novas.zip;http://localhost:8000/data/%C3%89vora/Vendas_Novas/OSM_gis_osm_natural_a_free_1_Vendas_Novas.zip;HTTP 404
Vendas Novas;Évora;OSM:gis_osm_places_a_free_1;data/Évora/Vendas_Novas/OSM_gis_osm_places_a_free_1_Vendas_Novas.zip;http://localhost:8000/data/%C3%89vora/Vendas_Novas/OSM_gis_osm_places_a_free_1_Vendas_Novas.zip;HTTP 404
Vendas Novas;Évora;OSM:gis_osm_protected_areas_a_free_1;data/Évora/Vendas_Novas/OSM_gis_osm_protected_areas_a_free_1_Vendas_Novas.zip;http://localhost:8000/data/%C3%89vora/Vendas_Novas/OSM_gis_osm_protected_areas_a_free_1_Vendas_Novas.zip;HTTP 404
Viana do Alentejo;Évora;OSM:gis_osm_natural_a_free_1;data/Évora/Viana_do_Alentejo/OSM_gis_osm_natural_a_free_1_Viana_do_Alentejo.zip;http://localhost:8000/data/%C3%89vora/Viana_do_Alentejo/OSM_gis_osm_natural_a_free_1_Viana_do_Alentejo.zip;HTTP 404
Vila Viçosa;Évora;OSM:gis_osm_natural_a_free_1;data/Évora/Vila_Viçosa/OSM_gis_osm_natural_a_free_1_Vila_Viçosa.zip;http://localhost:8000/data/%C3%89vora/Vila_Vi%C3%A7osa/OSM_gis_osm_natural_a_free_1_Vila_Vi%C3%A7osa.zip;HTTP 404
Vila Viçosa;Évora;OSM:gis_osm_places_a_free_1;data/Évora/Vila_Viçosa/OSM_gis_osm_places_a_free_1_Vila_Viçosa.zip;http://localhost:8000/data/%C3%89vora/Vila_Vi%C3%A7osa/OSM_gis_osm_places_a_free_1_Vila_Vi%C3%A7osa.zip;HTTP 404
Évora;Évora;OSM:gis_osm_natural_a_free_1;data/Évora/Évora/OSM_gis_osm_natural_a_free_1_Évora.zip;http://localhost:8000/data/%C3%89vora/%C3%89vora/OSM_gis_osm_natural_a_free_1_%C3%89vora.zip;HTTP 404
